Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Admission status,Closed
15803,Apostles Clinic,Apostles Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Kakamega,Butere,Butere,Marama Central,Operational,None,No
11457,David Kayanda Dispensary,David Kayanda Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Taita Taveta,Voi,Voi,Mbololo,Operational,None,No
15782,Winners Medical Clinic,Winners Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kajiado,Kajiado East,Kajiado East,Kitengela,Closed,None,Yes
15125,Maralal Catholic Dispensary,Maralal Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Samburu,Samburu Central,Samburu Central,Maralal,Operational,None,No
15130,Marich Dispensary,Marich Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,West Pokot,Sigor,Pokot Central,Sekerr,Operational,None,No
16104,Shamakhubu Health Centre,Shamakhubu Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,6,0,Kakamega,Shinyalu,Shinyalu,Murhanda,Operational,None,No
15137,Marigat Catholic Mission,Marigat Catholic Mission,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,12,0,Baringo,Baringo South,Marigat,Marigat,Operational,None,No
15145,Marura Dispensary,Marura Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Laikipia,Laikipia North,Laikipia North,Segera,Operational,None,No
11601,Mgamboni Dispensary,Mgamboni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Kaloleni,Kaloleni,Kaloleni,Operational,None,No
16111,Shikunga Health Centre,Shikunga Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,16,1,Kakamega,Butere,Butere,Marenyo-shianda,Operational,None,No
11412,Hongwe Catholic Dispensary,Hongwe Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Lamu,Lamu West,Lamu West,Hongwe,Operational,None,No
15146,Mary Finch Dispensary,Mary Finch Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,4,0,Kericho,Kipkelion East,Kipkelion East,Kedowa/Kimugul,Operational,None,No
15369,ACK Nturumeti Dispensary,ACK Nturumeti Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Narok,Narok East,Narok East,Mosiro,Operational,None,No
15147,Mary Immaculate Dispensary (Eldoret East),Mary Immaculate Dispensary (Eldoret East),None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Uasin Gishu,Ainabkoi,Ainabkoi,Kaptagat,Operational,None,No
14401,Delamere Clinic,Delamere Soysambu Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nakuru,Gilgil,Gilgil,Mbaruk/Eburu,Operational,None,No
15878,Emusenjeli Dispensary,Emusenjeli Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Vihiga,Luanda,Luanda,Wemilabi,Operational,None,No
15834,Busia County Referral Hospital,Busia County Referral Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,210,1,Busia,Matayos,Matayos,Burumba,Operational,None,No
16731,Chemsik Dispensary,Chemsik Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Baringo,Tiaty,East Pokot,Ribkwo,Operational,None,No
15836,Butere Sub County Hospital,Butere Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,108,2,Kakamega,Butere,Butere,Marama Central,Operational,None,No
13077,Mathare North Health Centre,Mathare North Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,24,4,Nairobi,Ruaraka,Ruaraka,Mathare North,Operational,None,No
15830,Burinda Dispensary,Burinda Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Busia,Butula,Butula,Marachi West,Operational,None,No
15831,Busembe Dispensary,Busembe Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Busia,Funyula,Samia,Bwiri,Operational,None,No
15835,Busibwabo Dispensary,Busibwabo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,0,Busia,Matayos,Matayos,Busibwabo,Operational,None,No
15844,Kakamega Central Nursing Home,Kakamega Central Nursing Home,None,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,56,12,Kakamega,Lurambi,Lurambi,Sheywe,Operational,None,No
15845,Chamakanga Mission,Chamakanga Mission,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,13,2,Vihiga,Sabatia,Sabatia,Busali,Operational,None,No
11409,Hindi Magogoni Dispensary,Hindi Magogoni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,6,0,Lamu,Lamu West,Lamu West,Hindi,Operational,None,No
16112,Shikusa Health Centre,Shikusa Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,5,0,Kakamega,Shinyalu,Shinyalu,Isukha North,Operational,None,No
16415,Kewamoi Dispensary,Kewamoi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Kuresoi North,Kuresoi North,Nyota,Operational,None,No
10177,Faith Medical Clinic (Nyeri North),Faith Medical Clinic (Nyeri North),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyeri,Kieni,Kieni West,Mweiga,Operational,None,No
15347,Nginyang Health Centre,Nginyang Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,12,0,Baringo,Tiaty,Tiaty East,Loiyamorok,Operational,None,No
12146,Kalandini Health Centre,Kalandini Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Machakos,Matungulu,Matungulu,Matungulu West,Operational,None,No
15032,Liavo Medical Clinic (Kwanza),Liavo Medical Clinic (Kwanza),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Trans Nzoia,Kwanza,Kwanza,Kwanza,Closed,None,Yes
12783,Tabasamu Medical Clinic,Tabasamu Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Machakos,Matungulu,Matungulu,Matungulu East,Closed,None,Yes
12639,Nduva Na Mwene Medical Clinic,Nduva Na Mwene Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kitui,Kitui East,Kitui East,Mutitu/Kaliku,Operational,None,No
10342,Ihwa Medical Clinic,Ihwa Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyeri,Tetu,Tetu,Dedan Kimathi,Operational,None,No
10413,Kagwe Dispensary,Kagwe Dispensary,1,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kiambu,Lari,Lari,Nyanduma,Operational,None,No
15837,A.C.K Butonge Dispensary,A.C.K Butonge Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Bungoma,Sirisia,Sirisia,Malakisi/South Kulisiru,Operational,None,No
15849,Chebwai Mission Dispensary,Chebwai Mission Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Kakamega,Malava,Malava,Butali/Chegulo,Operational,None,No
11467,Kichaka Simba Dispensary,Kichaka Simba Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Kwale,Matuga,Matuga,Kubo South,Operational,None,No
16116,Shiraha Health Centre,Shiraha Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2,0,Kakamega,Butere,Butere,Marama North,Operational,None,No
12063,Kibwezi Huruma Medical Clinic and Laboratory,Kibwezi Huruma Medical Clinic and Laboratory,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Makueni,Kibwezi West,Kibwezi West,Kikumbulyu South,Operational,None,No
16564,Dr Kiomes Clinic,Dr Kiomes clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Meru,North Imenti,Imenti North,Municipality,Operational,None,No
15855,Cheptais Sub County Hospital,Cheptais Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,14,0,Bungoma,Mt. Elgon,Cheptais,Cheptais,Operational,None,No
11549,Maktau Health Centre,Maktau Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Taita Taveta,Mwatate,Mwatate,Bura(Mwatate),Operational,None,No
15876,Emuhaya Sub County Referral Hospital,Emuhaya Sub County Referral Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,22,3,Vihiga,Luanda,Luanda,Emabungo,Operational,None,No
15871,Elgon View Medical Cottage,Elgon view Medical Cottage,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,26,0,Bungoma,Kanduyi,Kanduyi,Khalaba,Operational,None,No
13126,Njiru  Health Centre,Njiru Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Kasarani,Kasarani,Njiru,Operational,None,No
15854,Chepkube Dispensary,Chepkube Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bungoma,Mt. Elgon,Cheptais,Cheptais,Operational,None,No
15856,Chesikaki Dispensary,Chesikaki Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bungoma,Mt. Elgon,Cheptais,Chesikaki,Operational,None,No
11618,Mirihini Dispensary,Mirihini Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Ganze,Ganze,Ganze,Operational,None,No
10349,Immaculate Heart of Mary Hospital,Immaculate Heart of Mary Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Gatuanyaga,Operational,None,No
15868,Ekamanji Dispensary,Ekamanji Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Vihiga,Luanda,Luanda,Luanda Township,Operational,None,No
15880,Equator Nursing and Maternity Home,Equator Nursing and Maternity Home,None,Level 3,Comprehensive health Centre,HEALTH CENTRE,Private Practice - General Practitioner,Private Practice,Kenya MPDB,33,0,Vihiga,Luanda,Luanda,Luanda Township,Operational,None,No
11473,Kilibasi Dispensary,Kilibasi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kwale,Kinango,Kinango,Mackinon Road,Operational,None,No
11910,Yakarah Medical,Yakarah Medical,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Mombasa,Likoni,Likoni,Timbwani,Closed,None,Yes
11475,Kilifi Plantation Dispensary,Kilifi Plantation Dispensary,None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Kilifi,Kilifi North,Kilifi North,Mnarani,Operational,None,No
11375,Family Health Options Kenya (FHOK) Mombasa,Family Health Options Kenya (FHOK) Mombasa,None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Mombasa,Mvita,Mvita,Mji Wa Kale/Makadara,Closed,None,Yes
10490,Karemeno Health Centre,Karemeno Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,4,0,Nyeri,Kieni,Kieni West,Mugunda,Operational,None,No
10700,Mary Immaculate Hospital (Nyeri North),Mary Immaculate Hospital (Nyeri North),None,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,57,12,Nyeri,Kieni,Kieni West,Mweiga,Operational,None,No
14981,Kolongolo C.M Dispensary,Kolongolo C.M Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Bungoma,Mt. Elgon,Mt Elgon,Kaptama,Closed,None,Yes
12649,Ngeru Dispensary,Ngeru Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Tharaka Nithi,Maara,Mwimbi,Ganga,Operational,None,No
10644,Koimbi Medical Clinic,Koimbi Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Muranga,Kiharu,Kiharu,Wangu,Closed,None,Yes
15857,Chevoso Dispensary,Chevoso Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kakamega,Malava,Malava,South Kabras,Operational,None,No
11477,Kimorigho Dispensary,Kimorigho Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Taita Taveta,Taveta,Taveta,Mboghoni,Operational,None,No
15894,Hamisi Sub County Hospital,Hamisi Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,16,4,Vihiga,Hamisi,Hamisi,Gisambai,Operational,None,No
13127,Nsis Health Centre (Ruaraka),NSIS Health Centre (Ruaraka),None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Operational,None,No
15887,Esitsaba Dispensary,Esitsaba Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,Vihiga,Luanda,Luanda,Emabungo,Operational,None,No
16117,Shiru Health Centre,Shiru Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,21,0,Vihiga,Hamisi,Hamisi,Shiru,Operational,None,No
11481,Kinarani Dispensary,Kinarani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Kaloleni,Kaloleni,Mwanamwinga,Operational,None,No
11485,Kipungani Dispensary,Kipungani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Lamu,Lamu West,Lamu West,Mkomani,Operational,None,No
16695,Benon Dispensary,Benon Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Trans Nzoia,Cherangany,Cherangany,Chepsiro/Kiptoror,Operational,None,No
14427,Elangata Enterit Dispensary,Elangata Enterit Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Narok,Narok South,Narok South,Maji Moto/Naroosura,Operational,None,No
15228,Mosore Dispensary,Mosore Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kericho,Bureti,Bureti,Kisiara,Operational,None,No
15383,Ogirgir Tea Dispensary,Ogirgir Tea Dispensary (Nandi East),None,Level 2,Dispensary,DISPENSARY,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nandi,Nandi Hills,Nandi Hills,Ol'lessos,Operational,None,No
15846,Changara Calvary Dispensary,Changara Calvary Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Busia,Teso North,Teso North,Ang'urai East,Closed,None,Yes
11493,Kiwandani Dispensary,Kiwandani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kilifi,Kilifi North,Kilifi North,Sokoni,Operational,None,No
15888,Family Health Care Clinic,Family Health Care Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kakamega,Lurambi,Lurambi,Shirere,Operational,None,No
12442,ACK Macumo Icds Clinic,ACK Macumo ICDs Clinic,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Embu,Runyenjes,Runyenjes,Kagaari South,Closed,None,Yes
11593,Mbuwani Dispensary,Mbuwani Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kwale,Msambweni,Msambweni,Gambato Bongwe,Operational,None,No
16483,Shikumu Dispensary,Shikumu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kakamega,Ikolomani,Ikolomani,Idakho Central,Operational,None,No
11935,Athi River Community Hospital,Athi River Community Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,10,0,Machakos,Mavoko,Athi River,Athi River,Closed,None,Yes
15251,Mulot Catholic Dispensary,Mulot Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,7,2,Narok,Narok West,Narok West,Ilmotiook,Operational,None,No
11494,Kiwayuu Dispensary,Kiwayuu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Lamu,Lamu East,Lamu East,Kiunga,Operational,None,No
15892,GK Prisons Dispensary (Kakamega Central),GK Prisons Dispensary (Kakamega Central),None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kakamega,Lurambi,Lurambi,Shirere,Operational,None,No
11108,Tom King's Laboratory,Tom King's Laboratory,None,Level 2,Laboratory,STAND ALONE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nyeri,Nyeri South,Nyeri South,Iria-ini,Closed,None,Yes
